order_id,customer_id,age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,refund_amount_requested_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,total_orders_lifetime,total_returns_lifetime,return_rate_pct,item_returned_opened,return_packaging_intact,photo_evidence_provided,tracking_number_valid,shipping_carrier,address_change_before_delivery,refund_to_different_account,multiple_accounts_flag,customer_support_contacts,previous_dispute_count,wishlist_to_cart_time_hrs,review_left_after_return,abuse_type,abuse_label
ORD2027459,CUST848412,40,2219,Silver,US,Tablet App,MacBook,Credit Card,Toys,256.09,245.29,1,0,2023-03-15,2023-03-18,3,Too Small,30,4,13.3,1,1,0,1,USPS,0,0,0,0,0,54.8,0,Legitimate,0
ORD2018149,CUST210560,70,219,Bronze,US,Web Browser,Android,Buy Now Pay Later,Sports,270.82,248.41,1,0,2023-08-18,2023-10-07,50,Changed Mind,17,8,47.1,1,1,0,1,FedEx,0,0,0,5,0,3.9,0,Wardrobing,3
ORD2012587,CUST450085,61,1326,Bronze,US,Mobile App,Windows PC,Gift Card,Electronics,146.85,123.92,0,0,2022-01-22,2022-02-03,12,Accidental Order,9,0,0.0,0,1,0,1,OnTrac,0,0,0,0,0,58.5,0,Legitimate,0
ORD2009204,CUST701991,38,171,Platinum,FR,Web Browser,iPad,PayPal,Sports,412.89,401.04,1,1,2022-08-07,2022-08-12,5,Arrived Late,19,6,31.6,0,1,1,1,FedEx,1,1,0,2,3,0.4,0,Fraudulent Return,2
ORD2043171,CUST511943,19,1105,Silver,DE,Web Browser,Android,PayPal,Books,255.64,234.54,1,0,2023-02-06,2023-03-04,26,Defective/Broken,55,5,9.1,1,1,1,1,DHL,0,0,0,1,1,4.6,1,Legitimate,0
ORD2020230,CUST141493,63,356,Bronze,US,Web Browser,Windows PC,Debit Card,Beauty,231.73,193.25,1,1,2023-09-29,2023-10-24,25,Wrong Item Sent,58,2,3.4,1,1,1,1,DHL,0,0,0,0,1,54.5,1,Legitimate,0
ORD2046746,CUST839514,23,1654,Platinum,AU,Web Browser,iPad,Credit Card,Electronics,612.97,636.5,1,1,2023-04-09,2023-04-12,3,Not As Described,35,20,57.1,0,0,0,1,FedEx,0,1,0,5,1,3.5,0,Fraudulent Return,2
ORD2018519,CUST251313,37,910,New,US,Web Browser,Windows PC,PayPal,Clothing,287.34,273.65,1,0,2022-11-21,2022-12-16,25,Not As Described,51,3,5.9,1,1,1,1,FedEx,0,0,0,1,0,17.6,0,Legitimate,0
ORD2020652,CUST167187,18,662,Bronze,US,Tablet App,Windows PC,Crypto,Tools,152.99,136.99,0,0,2023-10-18,2023-11-08,21,Wrong Item Sent,35,1,2.9,1,1,0,1,USPS,0,0,0,1,1,4.2,1,Legitimate,0
ORD2009629,CUST349367,59,186,New,GB,Mobile App,iPhone,Credit Card,Shoes,113.45,101.86,0,0,2023-04-23,2023-05-11,18,Quality Issue,29,2,6.9,1,1,0,1,DHL,0,0,0,1,0,60.3,1,Legitimate,0
ORD2005311,CUST555705,48,430,Platinum,BR,Tablet App,iPhone,Credit Card,Jewelry,87.44,84.23,0,1,2023-09-08,2023-09-09,1,Accidental Order,89,62,69.7,1,0,0,1,OnTrac,1,0,0,3,4,14.6,0,Policy Abuser,1
ORD2022512,CUST587463,63,310,Gold,FR,Tablet App,Windows PC,Credit Card,Electronics,83.35,68.75,0,0,2022-01-19,2022-02-13,25,Item Not Received,44,3,6.8,0,1,1,1,FedEx,0,0,0,1,1,32.4,0,Legitimate,0
ORD2054199,CUST420977,69,77,New,BR,Tablet App,iPad,PayPal,Shoes,197.54,168.91,0,0,2023-08-29,2023-09-28,30,Too Large,61,3,4.9,0,1,0,1,DHL,0,0,0,0,1,69.0,0,Legitimate,0
ORD2039895,CUST804959,65,257,Gold,US,Web Browser,iPad,Gift Card,Jewelry,202.92,182.97,1,0,2022-05-28,2022-06-25,28,Wrong Item Sent,20,1,5.0,1,0,1,1,DHL,0,0,0,0,0,48.1,0,Legitimate,0
ORD2057224,CUST402873,65,1822,Bronze,GB,Mobile App,iPhone,Credit Card,Electronics,90.38,75.09,0,0,2023-05-27,2023-06-10,14,Not As Described,25,2,8.0,0,1,1,1,USPS,0,0,0,1,0,71.3,0,Legitimate,0
ORD2015321,CUST340267,18,273,New,US,Tablet App,Windows PC,Credit Card,Jewelry,292.51,247.49,1,0,2022-01-21,2022-02-11,21,Wrong Item Sent,43,3,7.0,1,0,0,1,FedEx,0,0,0,1,0,49.2,0,Legitimate,0
ORD2007259,CUST411402,21,1141,Platinum,GB,Tablet App,iPhone,Crypto,Electronics,159.33,153.12,0,0,2022-07-15,2022-08-09,25,Not As Described,12,6,50.0,1,1,0,1,OnTrac,0,0,0,2,5,1.8,0,Wardrobing,3
ORD2050577,CUST816987,58,1638,Silver,CA,Tablet App,Windows PC,Debit Card,Furniture,198.73,180.19,0,0,2023-03-19,2023-04-01,13,Wrong Item Sent,60,4,6.7,0,1,0,1,FedEx,0,0,0,0,0,64.3,0,Legitimate,0
ORD2027078,CUST252873,58,1646,Gold,US,Tablet App,Android,Credit Card,Clothing,141.61,122.07,0,0,2023-09-04,2023-09-18,14,Changed Mind,72,3,4.2,1,1,0,1,USPS,0,0,0,0,0,34.0,1,Legitimate,0
ORD2016255,CUST794478,63,1831,Bronze,US,Tablet App,iPad,Debit Card,Home & Kitchen,160.9,155.21,0,0,2023-09-28,2023-10-17,19,Arrived Late,60,3,5.0,1,0,0,1,FedEx,0,0,0,1,0,70.0,1,Legitimate,0
ORD2042847,CUST302615,51,1905,Silver,US,Web Browser,MacBook,PayPal,Sports,61.01,60.88,0,1,2023-09-05,2023-10-09,34,Changed Mind,49,23,46.9,1,1,0,1,FedEx,0,0,0,2,2,4.6,0,Wardrobing,3
ORD2052665,CUST134381,67,2084,Silver,GB,Web Browser,Windows PC,Gift Card,Books,725.75,747.24,1,1,2022-01-10,2022-01-13,3,Not As Described,8,4,50.0,0,0,1,0,OnTrac,0,1,0,3,3,4.9,0,Fraudulent Return,2
ORD2038604,CUST667385,32,1411,New,FR,Tablet App,MacBook,Credit Card,Books,292.76,253.51,1,0,2023-11-08,2023-11-25,17,Found Better Price,42,4,9.5,0,1,0,1,FedEx,0,0,0,0,1,0.7,0,Legitimate,0
ORD2042513,CUST440060,45,506,Gold,US,Tablet App,MacBook,Debit Card,Shoes,93.69,95.39,0,1,2022-07-29,2022-08-02,4,Item Not Received,20,11,55.0,0,1,1,1,DHL,1,1,1,2,0,0.3,0,Fraudulent Return,2
ORD2021982,CUST883132,61,2088,Gold,BR,Tablet App,Android,Buy Now Pay Later,Clothing,496.39,468.13,1,1,2023-03-24,2023-05-03,40,Quality Issue,58,24,41.4,1,0,0,1,OnTrac,0,0,0,6,0,0.6,0,Wardrobing,3
ORD2004378,CUST937975,33,1368,Gold,US,Tablet App,Windows PC,Buy Now Pay Later,Jewelry,305.64,301.94,1,0,2022-08-05,2022-09-28,54,Found Better Price,21,7,33.3,1,1,0,1,FedEx,0,0,0,3,4,2.9,0,Wardrobing,3
ORD2005346,CUST424034,49,651,Bronze,BR,Web Browser,iPad,Gift Card,Toys,269.77,262.77,1,0,2022-04-17,2022-04-21,4,Not As Described,52,4,7.7,0,0,0,1,UPS,0,0,0,1,1,34.9,0,Legitimate,0
ORD2034267,CUST650254,50,2224,New,AU,Web Browser,MacBook,PayPal,Clothing,259.46,242.55,1,0,2023-06-02,2023-06-17,15,Quality Issue,50,5,10.0,0,1,1,1,FedEx,0,0,0,1,1,66.4,1,Legitimate,0
ORD2029294,CUST458544,25,1658,Bronze,AU,Tablet App,iPhone,Credit Card,Sports,142.4,128.36,0,0,2023-11-04,2023-11-24,20,Item Not Received,45,1,2.2,0,1,1,1,FedEx,0,0,0,0,1,44.1,1,Legitimate,0
ORD2009834,CUST551932,31,1360,Platinum,US,Mobile App,iPad,Gift Card,Home & Kitchen,71.87,71.62,0,0,2022-04-17,2022-05-12,25,Gift Duplicate,41,0,0.0,1,1,1,1,OnTrac,0,0,0,0,1,36.4,0,Legitimate,0
ORD2052175,CUST236028,47,718,New,BR,Web Browser,Android,Credit Card,Clothing,375.45,389.81,1,0,2022-12-30,2023-01-04,5,Item Not Received,28,16,57.1,1,1,1,0,USPS,1,0,0,6,3,3.4,0,Fraudulent Return,2
ORD2028636,CUST634889,65,574,Silver,US,Tablet App,iPad,Debit Card,Electronics,167.22,164.16,0,0,2023-02-18,2023-02-19,1,Not As Described,76,36,47.4,1,1,0,1,OnTrac,0,0,1,4,0,47.7,0,Policy Abuser,1
ORD2020691,CUST364538,70,1613,Gold,US,Mobile App,iPhone,Credit Card,Sports,186.7,181.12,0,0,2022-04-30,2022-05-02,2,Wrong Item Sent,9,3,33.3,1,1,1,0,USPS,0,1,0,1,0,2.7,0,Fraudulent Return,2
ORD2002942,CUST236335,35,1540,Silver,US,Web Browser,Windows PC,Buy Now Pay Later,Clothing,369.61,340.14,1,0,2022-04-29,2022-05-28,29,Too Large,19,5,26.3,1,1,1,1,FedEx,0,0,0,5,3,3.5,0,Wardrobing,3
ORD2041233,CUST181292,20,696,Silver,IN,Web Browser,Windows PC,PayPal,Tools,149.05,140.07,0,1,2023-11-14,2023-11-29,15,Arrived Late,26,16,61.5,1,1,1,1,UPS,0,0,0,2,1,15.0,0,Policy Abuser,1
ORD2054251,CUST423117,25,915,Platinum,BR,Web Browser,Windows PC,Buy Now Pay Later,Shoes,284.58,273.04,1,1,2023-01-15,2023-03-09,53,Changed Mind,31,15,48.4,1,1,0,1,FedEx,0,0,0,1,5,1.4,0,Wardrobing,3
ORD2006861,CUST325470,54,1877,Gold,DE,Web Browser,MacBook,Crypto,Furniture,235.66,225.34,1,0,2022-05-01,2022-05-26,25,Arrived Late,60,3,5.0,0,1,0,1,USPS,0,0,0,1,0,49.3,0,Legitimate,0
ORD2018618,CUST577896,53,1656,Silver,US,Web Browser,Android,PayPal,Clothing,165.95,162.1,0,0,2022-08-13,2022-08-26,13,Wrong Item Sent,58,2,3.4,1,1,0,1,DHL,0,0,0,1,0,1.9,0,Legitimate,0
ORD2021053,CUST585453,54,460,Bronze,US,Tablet App,Android,Credit Card,Clothing,351.7,345.64,1,1,2023-07-17,2023-07-20,3,Not As Described,5,1,20.0,0,0,1,0,FedEx,0,0,0,5,2,0.6,0,Fraudulent Return,2
ORD2010039,CUST395310,20,1820,Platinum,US,Web Browser,Android,Buy Now Pay Later,Sports,78.85,72.33,0,0,2023-09-03,2023-09-16,13,Defective/Broken,8,0,0.0,0,0,0,1,UPS,0,0,0,0,1,11.7,0,Legitimate,0
ORD2033087,CUST883487,35,995,New,IN,Tablet App,iPhone,PayPal,Sports,163.7,137.16,0,0,2022-06-19,2022-06-29,10,Wrong Item Sent,72,2,2.8,0,1,0,1,UPS,0,0,0,1,0,38.2,1,Legitimate,0
ORD2023316,CUST148037,18,409,Bronze,US,Tablet App,Android,PayPal,Clothing,216.39,203.84,1,0,2022-10-04,2022-10-13,9,Defective/Broken,62,7,11.3,0,1,0,1,USPS,0,0,0,0,1,62.1,1,Legitimate,0
ORD2006673,CUST105181,65,1984,New,BR,Mobile App,Android,Buy Now Pay Later,Furniture,21.84,19.64,0,0,2023-08-01,2023-08-14,13,Arrived Late,45,5,11.1,1,1,0,1,OnTrac,0,0,0,1,1,12.1,1,Legitimate,0
ORD2030022,CUST173449,42,2389,New,BR,Mobile App,Android,Buy Now Pay Later,Electronics,151.23,140.06,0,0,2023-07-29,2023-08-28,30,Wrong Item Sent,21,3,14.3,0,1,0,1,UPS,0,0,0,1,1,23.9,0,Legitimate,0
ORD2047393,CUST200995,40,1247,Bronze,GB,Mobile App,MacBook,PayPal,Books,203.26,174.65,1,0,2022-07-13,2022-08-09,27,Accidental Order,18,2,11.1,0,1,0,1,OnTrac,0,0,0,0,0,12.6,1,Legitimate,0
ORD2018652,CUST470006,61,2453,New,FR,Tablet App,iPad,PayPal,Electronics,251.55,241.99,1,0,2022-03-07,2022-03-25,18,Too Large,43,0,0.0,0,1,0,1,FedEx,0,0,0,0,0,0.8,0,Legitimate,0
ORD2034369,CUST212402,47,895,New,CA,Web Browser,iPhone,PayPal,Electronics,108.15,103.09,0,1,2022-07-30,2022-08-11,12,Defective/Broken,75,7,9.3,1,1,0,1,FedEx,0,0,0,0,1,20.0,0,Legitimate,0
ORD2001243,CUST624895,70,750,New,US,Tablet App,Windows PC,Gift Card,Shoes,453.06,414.97,1,1,2023-06-03,2023-07-18,45,Changed Mind,35,15,42.9,1,1,0,1,DHL,0,0,0,2,4,4.4,0,Wardrobing,3
ORD2044673,CUST291669,67,1772,Gold,US,Web Browser,Windows PC,Gift Card,Toys,251.49,220.46,1,0,2023-04-07,2023-04-26,19,Too Small,4,0,0.0,0,0,1,1,FedEx,0,0,0,0,1,43.8,1,Legitimate,0
ORD2007893,CUST224836,44,1742,Gold,IN,Mobile App,Android,Credit Card,Beauty,271.73,256.13,1,0,2023-02-28,2023-04-21,52,Too Small,26,12,46.2,1,1,0,1,FedEx,0,0,0,1,3,2.0,0,Wardrobing,3
ORD2051578,CUST228098,60,1791,New,DE,Mobile App,Windows PC,Crypto,Beauty,167.29,146.13,0,0,2023-11-21,2023-12-10,19,Found Better Price,56,5,8.9,0,0,1,1,FedEx,0,0,0,1,1,69.9,0,Legitimate,0
ORD2055106,CUST324029,35,154,New,GB,Tablet App,Android,Debit Card,Electronics,153.63,142.72,0,1,2023-01-09,2023-01-19,10,Defective/Broken,3,0,0.0,0,1,0,1,FedEx,0,0,0,0,0,16.8,1,Legitimate,0
ORD2057120,CUST831924,47,634,Bronze,GB,Tablet App,iPad,PayPal,Clothing,107.25,102.37,0,1,2022-03-30,2022-04-17,18,Too Large,6,0,0.0,0,1,0,1,FedEx,0,0,0,0,0,59.5,1,Legitimate,0
ORD2015970,CUST961062,37,1070,Bronze,AU,Mobile App,MacBook,Debit Card,Tools,299.81,295.66,1,1,2022-05-07,2022-05-21,14,Defective/Broken,34,4,11.8,0,1,1,1,USPS,0,0,0,1,1,51.7,0,Legitimate,0
ORD2036571,CUST758286,47,709,Silver,CA,Mobile App,MacBook,Buy Now Pay Later,Clothing,374.23,352.1,1,0,2022-07-22,2022-09-12,52,Wrong Item Sent,11,6,54.5,1,1,0,1,USPS,0,0,0,6,2,0.3,0,Wardrobing,3
ORD2027494,CUST446118,66,22,Bronze,US,Mobile App,Android,PayPal,Shoes,42.64,39.5,0,0,2022-12-02,2022-12-07,5,Not As Described,58,3,5.2,0,1,0,1,OnTrac,0,0,0,0,1,71.4,0,Legitimate,0
ORD2006574,CUST730182,39,409,Bronze,US,Tablet App,Android,Credit Card,Toys,193.77,173.42,0,0,2023-08-24,2023-09-18,25,Too Large,49,2,4.1,0,0,0,1,FedEx,0,0,0,1,0,8.5,0,Legitimate,0
ORD2038813,CUST790835,55,2216,Bronze,CA,Tablet App,iPad,Credit Card,Clothing,234.12,228.13,1,0,2023-10-08,2023-10-15,7,Too Large,45,2,4.4,0,1,0,1,USPS,0,0,0,1,1,43.1,1,Legitimate,0
ORD2004345,CUST119428,64,2167,Gold,AU,Tablet App,iPhone,PayPal,Tools,30.12,26.13,0,0,2022-09-24,2022-10-19,25,Wrong Item Sent,43,2,4.7,0,1,1,1,DHL,0,0,0,0,1,6.7,0,Legitimate,0
ORD2049886,CUST283307,64,176,Silver,DE,Mobile App,iPad,Credit Card,Sports,30.41,30.07,0,0,2023-06-16,2023-07-13,27,Quality Issue,26,0,0.0,1,1,1,1,UPS,0,0,0,1,0,42.4,1,Legitimate,0
ORD2050222,CUST359627,45,26,Bronze,US,Mobile App,iPhone,PayPal,Grocery,29.92,27.55,0,0,2022-08-18,2022-08-27,9,Wrong Item Sent,76,7,9.2,0,1,1,1,OnTrac,0,0,0,0,1,57.2,0,Legitimate,0
ORD2010978,CUST701041,27,2104,Bronze,US,Web Browser,MacBook,Debit Card,Sports,30.81,30.72,0,0,2023-03-27,2023-04-14,18,Changed Mind,3,0,0.0,1,1,1,1,UPS,0,0,0,1,0,28.0,0,Legitimate,0
ORD2023510,CUST497718,35,2228,Silver,DE,Web Browser,iPhone,Crypto,Home & Kitchen,24.13,22.45,0,0,2022-11-29,2022-12-02,3,Wrong Item Sent,44,0,0.0,0,0,0,1,USPS,0,0,0,0,0,70.0,1,Legitimate,0
ORD2044004,CUST518148,22,7,Bronze,AU,Mobile App,iPhone,Credit Card,Tools,58.25,54.37,0,0,2023-08-27,2023-09-07,11,Accidental Order,60,37,61.7,1,0,0,1,OnTrac,0,0,1,2,4,63.3,0,Policy Abuser,1
ORD2030339,CUST976858,46,659,Platinum,US,Web Browser,MacBook,Crypto,Home & Kitchen,597.06,616.79,1,0,2022-07-28,2022-07-29,1,Accidental Order,23,7,30.4,0,1,0,0,UPS,0,0,1,5,5,2.1,0,Fraudulent Return,2
ORD2033537,CUST441916,62,2303,Silver,US,Web Browser,MacBook,Debit Card,Shoes,361.34,328.36,1,1,2023-08-25,2023-10-15,51,Too Large,35,9,25.7,1,1,0,1,OnTrac,0,0,0,6,3,4.1,0,Wardrobing,3
ORD2023234,CUST616473,35,79,New,US,Tablet App,iPad,Buy Now Pay Later,Sports,278.81,264.37,1,0,2023-01-25,2023-02-10,16,Found Better Price,61,3,4.9,0,1,0,1,UPS,0,0,0,0,0,36.7,1,Legitimate,0
ORD2048894,CUST512922,24,2303,Silver,US,Tablet App,iPad,Credit Card,Shoes,466.68,433.82,1,0,2023-08-09,2023-09-17,39,Accidental Order,18,4,22.2,1,1,0,1,USPS,0,0,0,4,2,3.7,0,Wardrobing,3
ORD2053230,CUST809115,36,11,Bronze,US,Web Browser,Windows PC,PayPal,Shoes,265.36,247.34,1,0,2022-02-13,2022-03-12,27,Defective/Broken,40,0,0.0,0,1,0,1,FedEx,0,0,0,1,1,69.0,0,Legitimate,0
ORD2029555,CUST375830,62,2479,Platinum,US,Tablet App,iPad,Buy Now Pay Later,Shoes,295.48,296.49,1,0,2023-11-02,2023-11-04,2,Item Not Received,21,12,57.1,1,0,1,0,UPS,1,0,0,4,3,2.8,0,Fraudulent Return,2
ORD2050736,CUST146213,33,2006,New,GB,Mobile App,Android,PayPal,Home & Kitchen,183.72,168.1,0,0,2022-12-15,2023-01-08,24,Defective/Broken,36,3,8.3,1,0,0,1,DHL,1,0,0,1,1,51.0,0,Legitimate,0
ORD2038745,CUST400309,18,316,Gold,US,Web Browser,MacBook,Debit Card,Clothing,28.39,25.17,0,1,2022-10-12,2022-10-16,4,Too Large,27,2,7.4,0,1,0,1,OnTrac,0,0,0,0,0,33.2,0,Legitimate,0
ORD2036932,CUST675728,64,2044,Gold,DE,Mobile App,iPad,Debit Card,Grocery,260.25,208.75,1,0,2023-02-08,2023-02-28,20,Quality Issue,79,11,13.9,0,0,0,1,OnTrac,0,0,0,1,0,35.6,0,Legitimate,0
ORD2013332,CUST413152,60,1354,Gold,US,Mobile App,iPhone,Buy Now Pay Later,Clothing,188.59,186.69,0,0,2023-06-29,2023-07-03,4,Too Small,44,2,4.5,1,1,0,1,USPS,0,0,0,0,1,51.5,0,Legitimate,0
ORD2010162,CUST237650,66,531,Platinum,AU,Tablet App,Windows PC,Credit Card,Tools,28.8,25.51,0,0,2022-08-10,2022-08-25,15,Wrong Item Sent,34,4,11.8,1,1,1,1,DHL,0,0,0,1,1,47.7,1,Legitimate,0
ORD2004794,CUST110369,35,215,Bronze,CA,Tablet App,Windows PC,PayPal,Electronics,197.17,166.11,0,0,2023-06-02,2023-06-15,13,Not As Described,62,3,4.8,1,1,0,1,USPS,0,0,0,1,0,56.3,1,Legitimate,0
ORD2035836,CUST378520,41,383,Silver,FR,Mobile App,MacBook,Debit Card,Electronics,150.99,144.69,0,0,2023-04-24,2023-04-28,4,Not As Described,74,8,10.8,0,0,0,1,FedEx,0,0,0,0,0,55.3,1,Legitimate,0
ORD2005222,CUST458271,70,1084,Bronze,CA,Mobile App,iPad,Credit Card,Furniture,192.23,160.99,0,0,2022-09-11,2022-09-13,2,Too Large,21,0,0.0,1,0,0,1,UPS,0,0,0,1,0,70.0,0,Legitimate,0
ORD2036192,CUST697936,31,721,Silver,US,Web Browser,iPad,Gift Card,Jewelry,249.48,205.66,1,0,2022-06-10,2022-06-20,10,Changed Mind,41,5,12.2,0,0,1,1,DHL,0,0,0,0,0,19.6,0,Legitimate,0
ORD2010493,CUST519343,54,1502,Silver,US,Tablet App,Android,PayPal,Sports,111.94,92.22,0,1,2022-10-25,2022-10-31,6,Changed Mind,50,0,0.0,1,1,0,1,DHL,0,0,0,1,0,46.7,1,Legitimate,0
ORD2049572,CUST641432,32,240,Platinum,CA,Web Browser,Android,Buy Now Pay Later,Clothing,59.49,54.6,0,1,2022-04-08,2022-05-10,32,Too Small,48,24,50.0,1,1,0,1,OnTrac,0,0,0,1,2,0.4,0,Wardrobing,3
ORD2054584,CUST272761,59,996,New,CA,Tablet App,Android,Gift Card,Grocery,282.39,268.08,1,0,2022-08-30,2022-09-19,20,Too Large,1,0,0.0,0,0,0,1,OnTrac,0,0,0,0,1,53.6,0,Legitimate,0
ORD2036337,CUST100309,22,2384,Silver,IN,Mobile App,Windows PC,PayPal,Home & Kitchen,194.57,185.66,0,0,2022-01-26,2022-02-23,28,Too Small,12,4,33.3,1,1,0,1,DHL,0,0,0,6,3,4.7,0,Wardrobing,3
ORD2046758,CUST102927,50,681,New,FR,Web Browser,iPhone,Gift Card,Clothing,259.98,254.48,1,0,2023-07-01,2023-07-20,19,Gift Duplicate,56,6,10.7,0,0,0,1,DHL,0,0,0,0,0,7.7,1,Legitimate,0
ORD2028642,CUST572084,61,2212,Gold,US,Mobile App,MacBook,Gift Card,Clothing,234.18,228.64,1,0,2023-06-09,2023-07-05,26,Too Large,37,11,29.7,1,1,0,1,USPS,0,0,0,5,4,1.6,0,Wardrobing,3
ORD2044672,CUST950075,40,503,New,AU,Tablet App,iPad,Crypto,Tools,137.71,137.1,0,0,2022-02-16,2022-03-05,17,Not As Described,24,2,8.3,0,1,0,1,DHL,0,0,0,1,1,9.5,0,Legitimate,0
ORD2051149,CUST989693,44,1061,New,US,Tablet App,iPad,Debit Card,Books,284.51,283.24,1,0,2022-09-12,2022-09-17,5,Arrived Late,5,0,0.0,0,1,1,1,UPS,0,0,0,0,0,69.6,0,Legitimate,0
ORD2047835,CUST873020,45,510,Bronze,BR,Tablet App,Windows PC,Credit Card,Clothing,34.03,27.87,0,0,2023-07-15,2023-08-12,28,Changed Mind,58,2,3.4,1,1,0,1,OnTrac,0,0,0,0,0,68.7,0,Legitimate,0
ORD2039657,CUST928134,44,2107,Gold,GB,Mobile App,iPad,PayPal,Shoes,168.36,159.31,0,0,2022-10-18,2022-11-06,19,Not As Described,20,2,10.0,1,1,0,1,DHL,0,0,0,1,0,15.8,0,Legitimate,0
ORD2046770,CUST422663,28,2163,Bronze,FR,Web Browser,iPad,PayPal,Home & Kitchen,24.11,23.37,0,1,2023-11-23,2023-11-24,1,Found Better Price,66,30,45.5,0,0,0,1,UPS,0,0,0,5,1,20.1,0,Policy Abuser,1
ORD2054369,CUST426964,44,679,Silver,US,Mobile App,Windows PC,Credit Card,Clothing,144.67,115.82,0,0,2023-06-06,2023-06-21,15,Quality Issue,21,1,4.8,0,1,1,1,USPS,0,0,0,1,0,20.9,1,Legitimate,0
ORD2045941,CUST790365,60,1385,Silver,US,Tablet App,iPhone,PayPal,Toys,124.16,102.96,0,0,2022-05-19,2022-05-29,10,Too Small,15,1,6.7,0,1,0,1,FedEx,0,0,0,1,1,53.7,1,Legitimate,0
ORD2033288,CUST766585,57,1781,Silver,GB,Tablet App,Windows PC,Debit Card,Electronics,129.28,117.94,0,0,2022-12-14,2023-01-03,20,Changed Mind,9,0,0.0,0,1,1,1,USPS,0,0,0,1,0,60.0,0,Legitimate,0
ORD2016326,CUST208098,66,2353,New,IN,Tablet App,MacBook,Credit Card,Tools,46.14,40.94,0,0,2023-02-19,2023-03-10,19,Defective/Broken,45,2,4.4,1,1,0,1,DHL,0,0,0,1,0,57.1,0,Legitimate,0
ORD2003644,CUST415170,58,837,Platinum,DE,Web Browser,iPad,PayPal,Beauty,284.56,241.36,1,0,2022-11-03,2022-11-14,11,Not As Described,1,0,0.0,0,0,1,1,USPS,0,0,0,0,1,2.6,1,Legitimate,0
ORD2045973,CUST593765,30,2102,Bronze,US,Tablet App,Android,Debit Card,Shoes,272.63,220.78,1,0,2022-07-13,2022-08-08,26,Wrong Item Sent,38,3,7.9,0,1,0,1,DHL,0,0,0,0,0,51.5,1,Legitimate,0
ORD2028931,CUST802411,49,2347,Bronze,DE,Tablet App,Android,Debit Card,Home & Kitchen,276.58,274.96,1,0,2022-01-27,2022-02-15,19,Quality Issue,36,3,8.3,0,0,0,1,OnTrac,0,0,0,1,1,30.8,0,Legitimate,0
ORD2026011,CUST745135,38,571,New,AU,Web Browser,Windows PC,Credit Card,Beauty,120.46,99.53,0,0,2023-06-17,2023-06-23,6,Gift Duplicate,26,2,7.7,0,1,0,1,FedEx,0,0,0,1,1,61.0,0,Legitimate,0
ORD2001380,CUST453601,18,56,Bronze,IN,Tablet App,Android,Debit Card,Shoes,61.05,52.08,0,0,2023-06-19,2023-06-27,8,Gift Duplicate,52,7,13.5,0,1,0,1,FedEx,0,0,0,1,0,41.1,0,Legitimate,0
ORD2056726,CUST899549,29,1683,Bronze,DE,Tablet App,iPhone,Buy Now Pay Later,Sports,264.0,230.46,1,0,2022-12-05,2022-12-26,21,Wrong Item Sent,47,5,10.6,0,1,1,1,OnTrac,0,0,0,1,0,43.9,0,Legitimate,0
ORD2005853,CUST542635,53,2156,Silver,IN,Mobile App,iPhone,PayPal,Clothing,237.75,216.29,1,0,2022-01-16,2022-03-06,49,Too Small,48,14,29.2,1,1,0,1,UPS,0,0,0,1,5,4.6,0,Wardrobing,3
ORD2001465,CUST726508,28,476,New,GB,Mobile App,MacBook,Debit Card,Home & Kitchen,32.62,31.69,0,0,2022-05-18,2022-05-30,12,Too Small,40,3,7.5,0,1,0,1,DHL,0,0,0,0,0,67.4,0,Legitimate,0
ORD2043675,CUST465076,22,834,Bronze,IN,Mobile App,MacBook,Gift Card,Shoes,228.1,205.23,1,0,2022-10-03,2022-10-22,19,Found Better Price,6,0,0.0,1,0,0,1,OnTrac,0,0,0,1,1,24.2,0,Legitimate,0
ORD2028775,CUST825549,48,889,Bronze,US,Mobile App,Android,Credit Card,Home & Kitchen,21.14,21.01,0,0,2022-10-12,2022-10-27,15,Changed Mind,39,5,12.8,0,1,1,1,UPS,0,0,0,1,0,34.0,1,Legitimate,0
ORD2034042,CUST541475,35,694,Bronze,US,Mobile App,iPad,Credit Card,Sports,248.76,210.25,1,0,2023-11-23,2023-12-13,20,Defective/Broken,58,2,3.4,0,1,1,1,FedEx,0,0,0,1,0,37.6,1,Legitimate,0
ORD2011948,CUST696914,65,779,Gold,US,Web Browser,MacBook,Credit Card,Home & Kitchen,296.04,303.14,1,0,2022-12-20,2022-12-24,4,Defective/Broken,26,16,61.5,1,1,0,0,FedEx,1,0,0,6,0,1.1,0,Fraudulent Return,2
ORD2031385,CUST434488,41,2281,Bronze,US,Mobile App,Windows PC,Buy Now Pay Later,Clothing,96.92,90.39,0,0,2022-10-30,2022-12-17,48,Quality Issue,33,9,27.3,1,1,0,1,USPS,0,0,0,2,0,0.6,0,Wardrobing,3
ORD2051676,CUST784376,60,396,Bronze,FR,Mobile App,Android,Credit Card,Jewelry,96.63,92.41,0,0,2023-09-21,2023-09-27,6,Found Better Price,11,1,9.1,0,1,0,1,UPS,0,0,0,0,1,35.2,0,Legitimate,0
